id,AtomicOrbitals|HOMO_element,ElementProperty|MagpieData minimum GSmagmom,ElementFraction|Os,ElementProperty|MagpieData minimum NpValence,ElementFraction|Ru,ElementFraction|In,ElementFraction|Te,ElementFraction|Se,ElementFraction|Ga,Miedema|Miedema_deltaH_inter,Stoichiometry|0-norm,ElementProperty|MagpieData mean Column,ElementFraction|S,ElementProperty|MagpieData mode NdUnfilled,ElementFraction|Pd,ElementProperty|MagpieData mode NfValence,ElementProperty|MagpieData mode NpUnfilled,ElementProperty|MagpieData range GSbandgap,ElementFraction|Pb,ElementProperty|MagpieData range Column,ElementProperty|MagpieData minimum NdValence,ElementProperty|MagpieData range NdValence,ElementFraction|As,ElementFraction|Hf,ElementFraction|Pt,ElementProperty|MagpieData avg_dev GSmagmom,AtomicOrbitals|gap_AO,ElementFraction|U,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData maximum SpaceGroupNumber,ElementProperty|MagpieData minimum NfUnfilled,ElementProperty|MagpieData maximum GSvolume_pa,ElementProperty|MagpieData minimum SpaceGroupNumber,TMetalFraction|transition metal fraction,ElementProperty|MagpieData mode GSbandgap,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData maximum MeltingT,ValenceOrbital|avg p valence electrons,ElementProperty|MagpieData maximum Column,AtomicOrbitals|LUMO_character,ElementProperty|MagpieData mode MeltingT,ElementProperty|MagpieData mean NfUnfilled,ElementProperty|MagpieData minimum Column,AtomicOrbitals|LUMO_element,ElementFraction|Ba,ElementProperty|MagpieData mean NdUnfilled,AtomicOrbitals|HOMO_character,ElementProperty|MagpieData range NdUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData avg_dev SpaceGroupNumber,ElementProperty|MagpieData mean GSbandgap,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData mean MendeleevNumber,IonProperty|max ionic char,ElementProperty|MagpieData mode SpaceGroupNumber,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mode NdValence,Stoichiometry|3-norm,ElementProperty|MagpieData minimum Number,ElementProperty|MagpieData mode NUnfilled,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData mean MeltingT,ElementProperty|MagpieData mode NValence,ElementProperty|MagpieData maximum GSbandgap,ElementProperty|MagpieData avg_dev Column,ElementProperty|MagpieData maximum NpUnfilled,ElementProperty|MagpieData mode GSvolume_pa,ElementProperty|MagpieData avg_dev GSbandgap,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData range SpaceGroupNumber,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData minimum CovalentRadius,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData avg_dev NpUnfilled,AtomicOrbitals|HOMO_energy,ElementProperty|MagpieData mode Column,ElementProperty|MagpieData mode CovalentRadius,ElementProperty|MagpieData mode NpValence,ElementProperty|MagpieData minimum MeltingT,ElementProperty|MagpieData minimum NpUnfilled,ElementProperty|MagpieData mode Number,ElementProperty|MagpieData range NpValence,ElementProperty|MagpieData range GSmagmom,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData minimum GSvolume_pa,ElementProperty|MagpieData range MeltingT,ElementProperty|MagpieData range GSvolume_pa,AtomicOrbitals|LUMO_energy,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData mean SpaceGroupNumber,ElementProperty|MagpieData maximum Number,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData minimum Electronegativity,ValenceOrbital|avg s valence electrons,ElementProperty|MagpieData minimum AtomicWeight,YangSolidSolution|Yang omega,ElementProperty|MagpieData avg_dev NdValence,ElementProperty|MagpieData mean NUnfilled,Stoichiometry|7-norm,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData mean GSmagmom,ValenceOrbital|frac f valence electrons,ElementProperty|MagpieData range CovalentRadius,ValenceOrbital|frac d valence electrons,Stoichiometry|5-norm,Stoichiometry|10-norm,ElementProperty|MagpieData maximum GSmagmom,ElementProperty|MagpieData maximum AtomicWeight,ElementProperty|MagpieData mode GSmagmom,ElementProperty|MagpieData mean NfValence,ElementProperty|MagpieData range NfUnfilled,Stoichiometry|2-norm
id1335,52,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,2,10.428571428571429,0.0,0.0,0.0,0.0,2.0,0.464,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509433962264151,194.0,0.0,34.7633333333,152.0,0.0,0.464,2.0,1770.0,2.2857142857142856,16.0,2.0,722.66,0.8571428571428571,3.0,52,0.0,0.0,2.0,0.0,0.0,16.0,2.1,20.571428571428573,0.2651428571428572,90.0,66.42857142857143,0.16881260156382927,152.0,39.65899999999999,10.0,0.6425630636107735,52.0,2.0,4.0,1171.52,16.0,0.464,6.36734693877551,2.0,34.7633333333,0.227265306122449,35.0,42.0,127.6,138.0,2.1,0.979591836734694,-0.226594,16.0,138.0,4.0,722.66,0.0,52.0,4.0,0.0,90.0,1.1428571428571428,2.2857142857142856,30.585,1047.3400000000001,4.178333333299996,-0.226594,1.959183673469388,10.0,0.0,0.0,170.0,68.0,55.0,189.0,1.24,2.0,127.6,6651536.740434644,4.8979591836734695,2.0,0.5817489027710038,1.7314285714285715,0.0,0.339622641509434,51.0,0.37735849056603776,0.5962896661282494,0.5745677356889045,0.0,167.259,0.0,5.142857142857143,2.0,0.7142857142857142
id1336,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39054653255543437,3,10.61111111111111,0.0,0.0,0.0,0.0,5.0,1.524,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.06247969074074075,0.0,0.0,0.12380952380952381,225.0,0.0,30.585,166.0,0.05555555555555555,1.524,2.0,2348.0,0.7222222222222222,13.0,2.0,2348.0,0.4444444444444444,3.0,5,0.0,0.1111111111111111,2.0,2.0,1.2037037037037035,14.0,2.04,13.722222222222221,1.1006666666666667,72.0,63.166666666666664,0.14785621103378865,166.0,156.44799999999998,0.0,0.7292756198996234,5.0,5.0,1.0,2185.1111111111113,3.0,1.524,3.4506172839506175,5.0,7.1725,0.6114814814814815,35.0,59.0,10.811,84.0,2.04,2.006172839506173,-0.136603,13.0,84.0,1.0,1728.0,0.0,5.0,1.0,0.5953947,72.0,3.611111111111111,0.7222222222222222,7.1725,620.0,23.4125,-0.136603,0.4012345679012346,8.0,0.20987654320987653,2.0,175.5,68.0,37.0,189.0,1.24,2.0,10.811,0.34073108384494866,0.8395061728395061,4.166666666666667,0.722249160336459,1.855,0.03307748333333334,0.45714285714285713,105.0,0.07619047619047618,0.7226205392807307,0.7222227715558243,0.5953947,167.259,0.0,2.6666666666666665,2.0,0.7576767609436587
id1337,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9087704039104383,2,7.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,194.0,0.0,32.95,12.0,0.0,0.0,2.0,1770.0,1.125,15.0,2.0,1770.0,1.25,3.0,83,0.0,0.0,2.0,0.0,0.46875,29.0,2.02,85.3125,0.0,86.0,54.125,0.14109761379215235,194.0,41.72140000000002,0.0,0.6671004121804862,68.0,2.0,3.0,1310.4,14.0,0.0,5.625,3.0,30.585,0.0,35.0,182.0,167.259,148.0,1.24,1.40625,-0.180198,3.0,189.0,0.0,544.4,0.0,68.0,3.0,0.0,35.0,1.125,1.125,30.585,1225.6,2.365000000000002,-0.180198,1.40625,10.0,0.0,0.0,125.75,83.0,51.0,189.0,1.24,2.0,167.259,0.14784636416378208,4.6875,2.375,0.6274699517565772,1.5325000000000002,0.0,0.6496815286624203,41.0,0.1910828025477707,0.6344310495989345,0.6253768892261361,0.0,208.9804,0.0,12.75,2.0,0.7288689868556626
id1338,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8152643237190662,3,7.444444444444445,0.0,0.0,0.0,12.0,0.0,0.0,0.3333333333333333,11.0,0.0,10.0,0.0,0.0,0.0,0.11760882962962965,0.0,0.0,0.036585365853658534,225.0,0.0,30.585,194.0,0.1111111111111111,0.0,2.0,1770.0,0.6666666666666666,14.0,2.0,1770.0,1.1111111111111112,3.0,82,0.0,0.2222222222222222,2.0,2.0,0.8888888888888888,28.0,2.33,15.30864197530864,0.0,81.0,53.22222222222222,0.2569745635061699,194.0,148.5066,0.0,0.5942756934710405,28.0,2.0,2.0,1375.5366666666666,14.0,0.0,4.938271604938271,4.0,30.585,0.0,35.0,31.0,167.259,124.0,1.24,1.7777777777777777,-0.141831,3.0,189.0,0.0,600.61,0.0,68.0,2.0,0.5953947,35.0,1.3333333333333333,0.6666666666666666,10.32,1169.3899999999999,20.265,-0.141831,0.8888888888888888,10.0,0.3950617283950617,2.0,207.77777777777777,82.0,46.0,189.0,1.24,2.0,58.6934,0.2691906656625854,4.6913580246913575,2.6666666666666665,0.5577520603375771,1.6777777777777778,0.06615496666666668,0.6219512195121952,65.0,0.23170731707317074,0.563972194825071,0.5558905738591166,0.5953947,207.2,0.0,11.333333333333334,2.0,0.6573421981221795
id1339,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6826656052911827,2,7.125,0.0,0.0,0.0,12.0,0.0,0.773,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,227.0,0.0,30.585,194.0,0.0,0.0,2.0,1770.0,0.75,14.0,2.0,1770.0,1.25,3.0,14,0.0,0.0,2.0,0.0,0.9375,14.0,1.9,15.46875,0.289875,78.0,51.125,0.1031799049762131,194.0,139.1735,0.0,0.6671004121804862,14.0,2.0,2.0,1738.875,14.0,0.773,5.15625,4.0,30.585,0.36234374999999996,35.0,33.0,167.259,111.0,1.24,1.875,-0.153293,3.0,189.0,0.0,1687.0,0.0,68.0,2.0,0.0,35.0,1.5,0.75,20.44,83.0,10.145,-0.153293,0.9375,0.0,0.0,0.0,206.375,68.0,43.0,189.0,1.24,2.0,28.0855,0.13786269116543143,0.0,2.75,0.6274699517565772,1.4874999999999998,0.0,0.7317073170731707,78.0,0.0,0.6344310495989345,0.6253768892261361,0.0,167.259,0.0,7.5,2.0,0.7288689868556626
id1340,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6369857986157617,3,6.111111111111111,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,6.125840783308641e-05,0.0,0.0,0.040268456375838924,217.0,0.0,32.95,12.0,0.1111111111111111,0.0,2.0,1770.0,0.6666666666666666,15.0,2.0,1770.0,1.3333333333333333,3.0,83,0.0,0.5555555555555556,2.0,5.0,0.7407407407407407,29.0,2.02,64.04938271604937,0.0,86.0,48.22222222222222,0.14109761379215235,194.0,154.042355,0.0,0.6758002217303778,25.0,2.0,3.0,1469.7555555555555,14.0,0.0,4.148148148148148,3.0,30.585,0.0,35.0,205.0,167.259,139.0,1.24,1.0370370370370372,-0.180198,3.0,189.0,0.0,544.4,0.0,68.0,3.0,0.000310120689655,35.0,0.6666666666666666,0.6666666666666666,10.4875862069,1225.6,22.462413793100005,-0.180198,1.0370370370370372,10.0,0.9876543209876544,5.0,156.11111111111111,83.0,51.0,189.0,1.24,2.0,54.938045,0.3271085846130245,3.7037037037037033,2.5555555555555554,0.6667105455840667,1.4477777777777778,3.445785440611111e-05,0.6711409395973154,50.0,0.16778523489932884,0.6672315521896236,0.6666677967664447,0.000310120689655,208.9804,0.0,11.11111111111111,2.0,0.7114582486036499
id1341,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0285949206050686,3,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,225.0,0.0,33.285,141.0,0.3333333333333333,0.0,1.0,1770.0,0.6666666666666666,14.0,2.0,505.08,0.6666666666666666,3.0,50,0.0,0.0,2.0,0.0,1.1111111111111112,14.0,1.96,30.444444444444446,0.0,80.0,60.0,0.12155326065006866,141.0,59.390799999999984,0.0,0.4807498567691361,47.0,1.0,2.0,1170.0033333333333,11.0,0.0,4.222222222222222,4.0,16.33,0.0,35.0,84.0,107.8682,139.0,1.24,1.777777777777778,-0.14445,3.0,139.0,0.0,505.08,0.0,47.0,2.0,0.0,35.0,1.3333333333333333,0.6666666666666666,16.33,1264.92,16.955,-0.14445,0.888888888888889,10.0,0.0,0.0,186.66666666666666,68.0,45.0,189.0,1.24,1.6666666666666667,107.8682,0.2968513791875821,4.444444444444444,2.3333333333333335,0.389976937586229,1.71,0.0,0.3076923076923077,50.0,0.5128205128205129,0.4152436465385057,0.37204105801130144,0.0,167.259,0.0,4.0,2.0,0.5773502691896257
id1342,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447055972554399,4,11.8,0.0,0.0,0.0,0.0,5.0,0.773,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.675412096,0.0,0.0,0.21649484536082478,229.0,0.0,30.585,194.0,0.2,0.0,2.0,1811.0,1.05,14.0,2.0,933.47,0.1,3.0,14,0.0,0.8,2.0,4.0,0.585,14.0,1.9,3.0850000000000053,0.2319,78.0,69.0,0.1031799049762131,225.0,140.2774614,0.0,0.5016611417710447,13.0,5.0,2.0,1376.8615,3.0,0.773,2.3999999999999995,5.0,16.48,0.32466,35.0,35.0,26.9815386,111.0,1.61,1.725,-0.153293,13.0,121.0,1.0,933.47,0.0,13.0,2.0,2.1106628,73.0,3.45,1.05,10.73,877.53,19.855,-0.153293,0.5700000000000001,6.0,1.28,4.0,224.85,68.0,43.0,189.0,1.24,2.0,26.9815386,0.4448279170590511,1.9199999999999995,4.35,0.45388085346020546,1.7225000000000001,0.42213256,0.12371134020618557,78.0,0.24742268041237114,0.46267919866370966,0.4507876683858628,2.1106628,167.259,0.0,0.6,2.0,0.5787918451395113
id1343,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0191489745280848,3,10.0,0.0,0.0,0.0,0.0,0.0,0.383,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,225.0,0.0,30.585,194.0,0.0,0.0,2.0,1770.0,1.0,14.0,2.0,933.47,0.6666666666666666,3.0,32,0.0,0.0,2.0,0.0,1.1111111111111112,14.0,2.01,13.77777777777778,0.12766666666666668,79.0,62.333333333333336,0.13776291023016607,194.0,140.2774614,0.0,0.4807498567691361,13.0,2.0,2.0,1304.9566666666667,3.0,0.383,4.666666666666667,5.0,16.48,0.1702222222222222,35.0,31.0,26.9815386,120.0,1.24,2.0,-0.149882,3.0,120.0,0.0,933.47,0.0,13.0,2.0,0.0,35.0,3.0,1.0,16.48,836.53,14.105,-0.149882,0.6666666666666666,10.0,0.0,0.0,214.66666666666666,68.0,44.0,189.0,1.24,2.0,26.9815386,0.2162775275294392,4.444444444444444,3.6666666666666665,0.389976937586229,1.6199999999999999,0.0,0.3870967741935484,69.0,0.3225806451612903,0.4152436465385057,0.37204105801130144,0.0,167.259,0.0,4.0,2.0,0.5773502691896257
id1344,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0334365428927836,3,9.333333333333334,0.0,3.0,0.0,14.0,0.0,1.524,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,225.0,0.0,30.585,166.0,0.5,0.0,2.0,2739.0,0.3333333333333333,13.0,4.0,2739.0,0.3333333333333333,3.0,68,0.0,1.5,4.0,3.0,1.0,23.0,2.2,24.833333333333332,0.508,72.0,59.833333333333336,0.2057841473834534,225.0,181.406,7.0,0.5503212081491045,5.0,3.0,1.0,2447.1666666666665,23.0,1.524,2.4444444444444446,5.0,14.21,0.6773333333333333,35.0,59.0,192.217,84.0,2.2,2.222222222222222,-0.278577,9.0,141.0,0.0,1770.0,0.0,77.0,1.0,0.0,60.0,1.6666666666666667,0.3333333333333333,7.1725,969.0,23.4125,-0.278577,0.4444444444444445,7.0,1.5,3.0,200.16666666666666,77.0,37.0,189.0,1.24,2.0,10.811,0.4327101570513629,3.5,3.5,0.5041104334909742,1.986666666666667,0.0,0.6067415730337078,105.0,0.23595505617977527,0.5128974808990104,0.5008612172408381,0.0,192.217,0.0,9.0,2.0,0.6236095644623235
id1345,44,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.891620564994546,3,8.833333333333334,0.0,3.0,0.0,0.0,0.0,1.524,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,194.0,0.0,30.585,166.0,0.5,0.0,1.0,2607.0,0.3333333333333333,13.0,3.0,2607.0,0.3333333333333333,3.0,44,0.0,1.5,3.0,3.0,0.6666666666666666,14.0,2.2,12.444444444444448,0.508,72.0,57.833333333333336,0.2057841473834534,194.0,156.44799999999998,7.0,0.5503212081491045,5.0,4.0,1.0,2381.1666666666665,8.0,1.524,2.777777777777778,5.0,13.51,0.6773333333333333,35.0,28.0,101.07,84.0,2.2,2.222222222222222,-0.210375,8.0,146.0,0.0,1770.0,0.0,44.0,1.0,0.0,56.0,1.6666666666666667,0.3333333333333333,7.1725,837.0,23.4125,-0.210375,0.4444444444444445,7.0,1.5,3.0,184.66666666666666,68.0,37.0,189.0,1.24,1.5,10.811,0.5019640976998826,3.5,4.0,0.5041104334909742,1.986666666666667,0.0,0.27272727272727276,105.0,0.4772727272727273,0.5128974808990104,0.5008612172408381,0.0,167.259,0.0,2.0,2.0,0.6236095644623235
id1346,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2085612339794754,2,11.571428571428571,0.0,0.0,0.0,0.0,5.0,1.524,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,194.0,0.0,30.585,166.0,0.0,1.524,2.0,2348.0,0.8571428571428571,13.0,2.0,2348.0,0.2857142857142857,3.0,5,0.0,0.0,2.0,0.0,0.7346938775510206,14.0,2.04,6.857142857142857,1.3062857142857143,72.0,66.71428571428571,0.14785621103378865,166.0,156.44799999999998,0.0,0.8584635724167666,5.0,5.0,1.0,2265.4285714285716,3.0,1.524,2.448979591836735,5.0,7.1725,0.37322448979591843,35.0,28.0,10.811,84.0,2.04,1.2244897959183676,-0.136603,13.0,84.0,1.0,1770.0,0.0,5.0,1.0,0.0,72.0,4.285714285714286,0.8571428571428571,7.1725,578.0,23.4125,-0.136603,0.2448979591836735,0.0,0.0,0.0,170.0,68.0,37.0,189.0,1.24,2.0,10.811,0.3032836082052507,0.0,4.571428571428571,0.8571432945599529,1.9257142857142857,0.0,0.375,105.0,0.0,0.8571649018642777,0.8571428585604146,0.0,167.259,0.0,1.7142857142857142,2.0,0.8689660757568884
id1347,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1728952265583665,3,9.2,0.0,0.0,0.6,0.0,0.0,1.524,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,225.0,0.0,30.585,166.0,0.6,0.0,0.0,2348.0,0.2,13.0,2.0,1828.05,0.4,3.0,5,0.0,0.0,2.0,0.0,1.6799999999999997,14.0,2.2,21.6,0.3048,72.0,58.6,0.2057841473834534,225.0,156.44799999999998,10.0,0.6144633651371695,5.0,0.0,1.0,1920.4299999999998,10.0,1.524,2.4800000000000004,5.0,14.41,0.48768,35.0,59.0,106.42,84.0,2.2,1.6,-0.136603,10.0,139.0,0.0,1770.0,0.0,46.0,1.0,0.0,62.0,1.0,0.2,7.1725,578.0,23.4125,-0.136603,0.32,10.0,0.0,0.0,207.0,68.0,37.0,189.0,1.24,0.8,10.811,0.2502053400642907,4.8,1.4,0.6000783545597032,1.9760000000000002,0.0,0.2553191489361702,105.0,0.6382978723404255,0.6009844187491661,0.6000020321795635,0.0,167.259,0.0,2.4,2.0,0.6633249580710799
id1348,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13.384615384615385,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846715328467153,229.0,0.0,32.95,12.0,0.15384615384615385,0.0,2.0,3695.0,3.0,16.0,4.0,54.8,0.15384615384615385,3.0,68,0.0,0.9230769230769231,4.0,6.0,1.0650887573964498,29.0,3.44,72.89940828402368,0.0,87.0,77.38461538461539,0.7018027205701127,12.0,192.981,0.0,0.6954588859026894,8.0,2.0,4.0,784.4307692307692,6.0,0.0,3.8698224852071004,3.0,9.105,0.0,35.0,217.0,15.9994,66.0,3.44,0.7455621301775147,-0.278577,16.0,66.0,4.0,54.8,0.0,8.0,4.0,0.0,87.0,1.6153846153846154,3.0,9.105,3640.2,23.845000000000002,-0.278577,1.3846153846153846,10.0,1.5621301775147929,6.0,59.38461538461539,83.0,52.0,189.0,1.24,2.0,15.9994,6111903.1341023315,2.1301775147928996,2.6923076923076925,0.6923103803855564,2.9953846153846153,0.0,0.39416058394160586,123.0,0.13138686131386862,0.6923873991345588,0.6923077126791153,0.0,208.9804,0.0,4.153846153846154,2.0,0.7174906963914472
id1349,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3408858691070046,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,30.585,194.0,0.5,0.0,1.0,1770.0,0.0,11.0,1.0,1357.77,1.0,3.0,29,0.0,0.0,1.0,0.0,0.5,14.0,1.9,15.5,0.0,64.0,49.5,0.1031799049762131,194.0,103.713,0.0,0.6299605249474366,29.0,1.0,0.0,1563.885,11.0,0.0,4.0,0.0,11.07,0.0,35.0,31.0,63.546,132.0,1.24,0.0,-0.172056,3.0,132.0,0.0,1357.77,0.0,29.0,0.0,0.0,35.0,0.0,0.0,11.07,412.23,19.515,-0.172056,0.0,10.0,0.0,0.0,209.5,68.0,29.0,189.0,1.24,1.5,63.546,0.39184333069563027,5.0,1.5,0.5520447568369062,1.5699999999999998,0.0,0.48,57.0,0.4,0.5743491774985174,0.5358867312681466,0.0,167.259,0.0,6.0,2.0,0.7071067811865476
id1350,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7576972040385506,3,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,225.0,0.0,30.585,194.0,0.3333333333333333,0.0,1.0,1770.0,0.6666666666666666,14.0,2.0,600.61,0.6666666666666666,3.0,82,0.0,0.0,2.0,0.0,1.1111111111111112,28.0,2.33,13.77777777777778,0.0,81.0,60.0,0.2569745635061699,194.0,143.654,0.0,0.4807498567691361,29.0,1.0,2.0,1242.7933333333333,11.0,0.0,4.222222222222222,4.0,11.07,0.0,35.0,31.0,63.546,132.0,1.24,1.777777777777778,-0.141831,3.0,132.0,0.0,600.61,0.0,29.0,2.0,0.0,35.0,1.3333333333333333,0.6666666666666666,11.07,1169.3899999999999,19.515,-0.141831,0.888888888888889,10.0,0.0,0.0,214.66666666666666,82.0,46.0,189.0,1.24,1.6666666666666667,63.546,0.48190345077212415,4.444444444444444,2.3333333333333335,0.389976937586229,1.8233333333333333,0.0,0.490566037735849,57.0,0.3773584905660377,0.4152436465385057,0.37204105801130144,0.0,207.2,0.0,8.666666666666666,2.0,0.5773502691896257
id1351,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.277960410500642,3,9.75,0.0,0.0,0.0,0.0,4.0,4.496,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.79149855,0.0,0.0,0.13333333333333333,229.0,0.0,30.585,194.0,0.25,4.496,2.0,3823.0,1.0,14.0,2.0,3823.0,0.5,3.0,6,0.0,1.0,2.0,4.0,0.75,14.0,2.55,13.125,2.248,77.0,61.0,0.34885634961371115,194.0,155.24829999999997,0.0,0.538608672507971,6.0,4.0,2.0,2806.75,4.0,4.496,4.25,4.0,5.64,2.248,35.0,35.0,12.0107,76.0,2.55,2.0,-0.199186,14.0,76.0,2.0,1770.0,0.0,6.0,2.0,2.1106628,77.0,2.0,1.0,5.64,2053.0,24.945,-0.199186,1.0,6.0,1.5,4.0,202.75,68.0,42.0,189.0,1.24,2.0,12.0107,0.2846007786315046,2.25,3.5,0.5011086692289443,2.0425,0.5276657,0.4,113.0,0.2,0.5060993646249713,0.5000975705253322,2.1106628,167.259,0.0,3.0,2.0,0.6123724356957945
id1352,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.616390688552112,2,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.07023200000000002,0.0,0.0,194.0,0.0,30.585,166.0,0.0,0.0,2.0,1770.0,0.0,12.0,1.0,234.32,0.6666666666666666,3.0,68,0.0,0.0,1.0,0.0,0.888888888888889,26.0,2.0,12.444444444444448,0.0,71.0,59.0,0.13445853777823402,166.0,33.33100000000002,10.0,0.6933612743506347,68.0,0.0,0.0,746.2133333333333,26.0,0.0,4.0,0.0,25.2375862069,0.0,35.0,28.0,200.59,132.0,2.0,0.0,-0.205137,12.0,132.0,0.0,234.32,0.0,80.0,0.0,0.0,71.0,0.0,0.0,25.2375862069,1535.68,5.347413793099999,-0.134905,0.0,10.0,0.0,0.0,175.33333333333334,80.0,36.0,189.0,1.24,2.0,167.259,0.10835520192158607,4.444444444444444,0.6666666666666666,0.667408235036379,1.7466666666666668,0.0,0.6060606060606061,57.0,0.30303030303030304,0.6707822056951861,0.6667317422407864,0.0,200.59,0.0,13.333333333333334,2.0,0.7453559924999299
id1353,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033928088032179334,2,3.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0008426625,0.0,0.0,0.0,194.0,0.0,30.585,194.0,0.0,0.0,2.0,1936.0,0.0,3.0,3.0,1936.0,0.5,3.0,71,0.0,6.75,3.0,9.0,2.625,17.0,1.27,0.0,0.0,41.0,39.5,0.00022497468939830512,194.0,7.70780000000002,1.0,0.7591472429689157,68.0,9.0,0.0,1894.5,17.0,0.0,0.0,0.0,28.865,0.0,35.0,0.0,174.9668,187.0,1.27,0.0,-0.103686,3.0,187.0,0.0,1770.0,0.0,71.0,0.0,0.0022471,41.0,0.0,0.0,28.865,166.0,1.7200000000000024,-0.103686,0.0,1.0,3.375,9.0,194.0,71.0,6.0,189.0,1.24,2.0,167.259,8857269.446327483,0.375,7.25,0.7500489811920582,1.2625,0.001685325,0.8307692307692308,2.0,0.046153846153846156,0.7506162703470459,0.7500012701219063,0.0022471,174.9668,0.0022471,13.5,2.0,0.7905694150420949
