id,AtomicOrbitals|HOMO_element,ElementFraction|Al,ElementFraction|K,ElementFraction|F,ElementProperty|MagpieData avg_dev Number,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData avg_dev Electronegativity,ElementFraction|B,ElementProperty|MagpieData mean Number,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData mean MeltingT,BandCenter|band center,Stoichiometry|0-norm,Miedema|Miedema_deltaH_ss_min,ElementProperty|MagpieData mean CovalentRadius,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData minimum NpValence,YangSolidSolution|Yang delta,ElementProperty|MagpieData avg_dev NpUnfilled,YangSolidSolution|Yang omega,ValenceOrbital|avg d valence electrons,ElementFraction|Te,ElementProperty|MagpieData range Column,AtomicOrbitals|HOMO_character,AtomicOrbitals|gap_AO,TMetalFraction|transition metal fraction,ElementProperty|MagpieData mean SpaceGroupNumber,ElementProperty|MagpieData mean GSbandgap,IonProperty|max ionic char,ElementProperty|MagpieData mean Column,ElementFraction|Se,ElementProperty|MagpieData minimum NdValence,ElementProperty|MagpieData mean Row,ElementProperty|MagpieData mean NValence,ElementFraction|S,ValenceOrbital|frac d valence electrons,ElementProperty|MagpieData mean GSvolume_pa,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData minimum MeltingT,ElementProperty|MagpieData mode NpValence,ElementProperty|MagpieData minimum Row,Miedema|Miedema_deltaH_inter,ElementProperty|MagpieData range GSbandgap,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData maximum Column,ElementProperty|MagpieData range GSvolume_pa,ElementProperty|MagpieData mode GSbandgap,ElementProperty|MagpieData mode NdValence,ElementProperty|MagpieData range SpaceGroupNumber,ElementProperty|MagpieData mode SpaceGroupNumber,AtomicOrbitals|LUMO_element,IonProperty|avg ionic char,ElementProperty|MagpieData range CovalentRadius,ElementProperty|MagpieData minimum GSvolume_pa,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData mode NValence,ElementProperty|MagpieData range NdValence,ElementProperty|MagpieData minimum NValence,ElementProperty|MagpieData avg_dev Column,ElementProperty|MagpieData minimum Number,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData mode CovalentRadius,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData minimum CovalentRadius,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData minimum SpaceGroupNumber,ValenceOrbital|avg p valence electrons,ElementProperty|MagpieData mode MeltingT,ElementProperty|MagpieData avg_dev GSbandgap,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData range MeltingT,ElementProperty|MagpieData mode GSvolume_pa,ElementProperty|MagpieData avg_dev NUnfilled,Stoichiometry|3-norm,ElementProperty|MagpieData mode Row,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData mode Number,ElementProperty|MagpieData maximum GSbandgap,ElementProperty|MagpieData maximum MeltingT,Miedema|Miedema_deltaH_amor,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData maximum Number,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum GSvolume_pa,ElementProperty|MagpieData minimum Column,ElementProperty|MagpieData avg_dev SpaceGroupNumber,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData mode Column,ElementProperty|MagpieData mean NsValence,ElementProperty|MagpieData minimum AtomicWeight,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData range Electronegativity,ElementFraction|O,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData minimum Electronegativity
id1350,50,0.0,0.0,0.0,4.875,20.625,0.290625,0.0,53.25,66.25,652.56,-1.7337535567629996,2,-0.4633048146535791,153.75,0.11764705882352941,0.0,0.10743431635449924,1.5,0.09245103049330136,7.5,0.0,11.0,2.0,0.0,0.0,163.0,0.0,0.13445853777823402,11.25,0.0,0.0,5.25,12.75,0.0,0.5882352941176471,34.07875,4.75,505.08,2.0,5.0,-0.5950987278230616,0.0,1.7662499999999999,14.0,3.1750000000000043,0.0,10.0,88.0,141.0,50,0.02521097583341888,59.0,33.285,1.96,14.0,10.0,9.0,4.125,50.0,80.0,139.0,14.0,0.0,139.0,25.0,80.0,141.0,1.5,505.08,0.0,118.71,589.9200000000001,33.285,1.125,0.7591472429689157,5.0,33.254000000000005,3.0,50.0,0.0,1095.0,-0.5258199236076857,1.96,63.0,55.0,36.46,3.0,33.0,0.75,2.0,14.0,2.0,118.71,10.0,0.7749999999999999,0.0,1.5,198.0,1.185
id1352,63,0.0,0.0,0.0,23.28,19.279999999999998,0.8963999999999999,0.0,27.4,73.2,352.896,-2.4901329156683705,3,0.0,107.0,0.34146341463414637,0.0,0.5169544238617825,0.8,2788072.2327809744,2.0,0.0,13.0,4.0,0.0,0.0,81.2,0.0,0.7147530549426948,13.0,0.0,0.0,3.4,8.2,0.0,0.24390243902439027,19.412,3.4,54.8,4.0,2.0,0.0,0.0,2.693,16.0,27.355,0.0,0.0,217.0,12.0,63,0.14174836975973942,132.0,9.105,3.44,6.0,10.0,6.0,4.0,8.0,87.0,66.0,14.0,0.0,66.0,25.0,87.0,12.0,2.8,54.8,0.0,15.9994,1040.2,9.105,1.6799999999999997,0.6144633651371695,2.0,135.9646,2.0,8.0,0.0,1095.0,0.0,3.44,63.0,62.0,36.46,3.0,83.04,1.44,4.0,16.0,2.0,15.9994,10.0,2.255,0.6,2.8,198.0,1.185
id1353,52,0.0,0.0,0.0,4.375,23.125,0.32562499999999994,0.0,54.25,71.25,761.3499999999999,-1.7946054268641833,3,0.0,153.25,0.18181818181818182,0.0,0.1452739758793421,1.0,6581290.973419769,7.5,0.5,13.0,2.0,0.0,0.0,168.5,0.232,0.18331351740188917,12.25,0.0,0.0,5.25,13.75,0.0,0.5454545454545454,34.81791666665,3.75,505.08,4.0,5.0,0.0,0.464,1.8362500000000002,16.0,3.1750000000000043,0.464,10.0,88.0,152.0,52,0.03192885010939705,60.0,33.285,2.1,16.0,10.0,9.0,4.625,50.0,90.0,138.0,16.0,0.0,138.0,25.0,90.0,141.0,2.5,722.66,0.232,127.6,589.9200000000001,34.7633333333,1.75,0.538608672507971,5.0,33.254000000000005,2.0,52.0,0.464,1095.0,0.0,2.1,63.0,65.0,36.46,3.0,30.25,1.5,4.0,16.0,2.0,118.71,10.0,0.915,0.0,2.5,198.0,1.185
id1354,63,0.0,0.0,0.0,14.333333333333334,24.333333333333332,0.8922222222222222,0.0,21.0,70.5,562.0,-2.4889188079296996,4,0.0,109.66666666666667,0.44736842105263164,0.0,0.0,0.8333333333333334,5805323.402060818,0.3333333333333333,0.0,14.0,4.0,0.0,0.16666666666666666,87.16666666666667,0.4155,0.7147530549426948,12.0,0.0,0.0,3.1666666666666665,6.333333333333333,0.0,0.05263157894736842,17.493750000000002,3.6666666666666665,54.8,4.0,2.0,0.0,2.493,2.700833333333333,17.0,27.355,0.0,0.0,217.0,12.0,63,0.14201941097630613,132.0,9.105,3.44,6.0,2.0,4.0,5.666666666666667,8.0,94.0,66.0,9.0,2.2222222222222223,66.0,25.0,87.0,12.0,2.8333333333333335,54.8,0.6924999999999999,15.9994,1886.2,9.105,2.555555555555556,0.5178720843256431,2.0,135.9646,1.1666666666666667,8.0,2.493,1941.0,0.0,3.44,63.0,69.0,36.46,3.0,82.88888888888889,1.888888888888889,5.0,16.0,2.0,15.9994,2.0,2.255,0.5,2.8333333333333335,198.0,1.185
id1355,63,0.0,0.0,0.0,16.560000000000002,25.44,0.9972,0.0,21.8,65.8,640.08,-2.3728782682733596,3,0.0,111.2,0.3870967741935484,0.0,0.5113172735382437,0.9600000000000002,5056983.572379529,0.4,0.0,13.0,4.0,0.0,0.2,91.8,0.0,0.7147530549426948,11.0,0.0,0.0,3.2,6.2,0.0,0.06451612903225806,16.093,4.2,54.8,4.0,2.0,0.0,0.0,2.609,16.0,27.355,0.0,0.0,217.0,12.0,63,0.15824328154671308,132.0,9.105,3.44,6.0,2.0,4.0,6.0,8.0,87.0,66.0,9.0,2.56,66.0,25.0,87.0,12.0,2.4,54.8,0.0,15.9994,1886.2,9.105,2.6399999999999997,0.6144633651371695,2.0,135.9646,1.2,8.0,0.0,1941.0,0.0,3.44,63.0,62.0,36.46,3.0,95.75999999999999,1.9200000000000004,4.0,16.0,2.0,15.9994,2.0,2.255,0.6,2.4,198.0,1.185
id1357,63,0.0,0.0,0.0,16.5,22.0,0.23249999999999993,0.0,46.5,47.0,893.8399999999999,-1.4071247279470287,2,-0.3924018385986811,160.0,0.0,0.0,0.16666666666666669,0.0,0.24528781367606312,5.0,0.0,9.0,4.0,0.0,0.0,211.5,0.0,0.04936490814130157,7.5,0.0,0.0,5.0,10.5,0.0,0.47619047619047616,25.21,3.5,692.68,0.0,4.0,-0.5597872281815907,0.0,1.4175,12.0,22.5,0.0,0.0,35.0,194.0,63,0.012341227035325392,76.0,13.96,1.65,9.0,10.0,9.0,4.5,30.0,69.0,122.0,12.0,0.0,122.0,25.0,25.0,194.0,0.0,692.68,0.0,65.38,402.32000000000005,13.96,3.5,0.6299605249474366,4.0,86.584,0.0,30.0,0.0,1095.0,-0.45896784562558524,1.185,63.0,44.0,36.46,3.0,17.5,0.0,0.0,3.0,2.0,65.38,10.0,0.46499999999999986,0.0,0.0,198.0,1.185
id1358,46,0.0,0.0,0.0,7.040000000000001,14.080000000000002,0.22719999999999985,0.0,37.2,71.4,1291.02,-2.2494449146607183,3,0.0,130.0,0.13333333333333333,0.0,0.0846346918694957,0.9600000000000002,11323028.115263646,9.2,0.0,8.0,3.0,0.0,0.6,141.4,0.3196,0.12155326065006866,12.0,0.4,6.0,4.4,12.0,0.0,0.7666666666666666,18.278,1.6,494.0,0.0,4.0,0.0,0.799,2.266,16.0,15.190000000000001,0.0,10.0,215.0,14.0,46,0.01724166567641556,19.0,10.73,2.55,10.0,4.0,8.0,3.2,26.0,89.0,120.0,16.0,1.28,120.0,55.0,62.0,14.0,1.6,494.0,0.38352,78.96,1334.05,14.41,1.2799999999999998,0.5142563181316472,4.0,50.575,0.8,34.0,0.799,1828.05,0.0,2.2,46.0,34.0,25.92,8.0,101.92,1.9200000000000004,4.0,10.0,1.2,55.845,10.0,0.7199999999999998,0.0,1.6,139.0,1.83
id1359,26,0.0,0.0,0.36666666666666664,7.7555555555555555,15.688888888888888,0.8475555555555554,0.0,14.366666666666667,78.53333333333333,639.7233333333334,-2.9404131463350036,3,0.0,84.7,0.4312796208530806,0.0,0.0,0.6444444444444444,5825386.475283667,2.0,0.0,9.0,3.0,0.0,0.3333333333333333,85.43333333333334,0.7223333333333333,0.6851393125352938,13.7,0.0,0.0,2.6666666666666665,7.033333333333333,0.0,0.2843601895734597,9.867583333333334,2.3,53.5,5.0,2.0,0.0,1.97,3.1013333333333337,17.0,1.625,1.97,0.0,217.0,15.0,26,0.13916514828729046,75.0,9.105,3.98,7.0,6.0,6.0,3.8000000000000003,8.0,93.0,57.0,8.0,1.777777777777778,57.0,55.0,93.0,12.0,3.033333333333333,53.5,0.9149555555555556,18.9984032,1757.5,9.7075,1.1333333333333333,0.483933723441584,2.0,39.8456,0.9666666666666667,9.0,1.97,1811.0,0.0,3.98,26.0,38.0,10.73,8.0,95.7111111111111,2.022222222222222,5.0,17.0,2.0,15.9994,6.0,2.15,0.3,3.033333333333333,132.0,1.83
id1360,26,0.0,0.0,0.0,2.9065743944636675,12.041522491349482,0.14532871972318334,0.0,28.058823529411764,63.529411764705884,1598.9411764705883,-1.9266623926413344,2,-0.290094642987461,128.1764705882353,0.08771929824561403,0.0,0.03732995996344502,1.245674740484429,0.6926734612373501,7.176470588235294,0.0,7.0,3.0,0.0,0.7058823529411765,210.47058823529412,0.0,0.030160805409297775,10.058823529411764,0.0,6.0,4.0,10.058823529411764,0.0,0.7134502923976609,14.096176470588235,3.7058823529411766,1090.0,0.0,4.0,-0.3655300483090104,0.0,1.9329411764705882,15.0,11.445,0.0,6.0,63.0,229.0,26,0.006261758908504729,13.0,10.73,2.18,8.0,4.0,8.0,2.9065743944636675,26.0,84.0,132.0,15.0,1.6608996539792387,119.0,55.0,55.0,166.0,0.8823529411764706,1811.0,0.0,55.845,721.0,10.73,0.4152249134948096,0.7225083740892555,4.0,19.0766,0.8823529411764706,26.0,0.0,1811.0,-0.26637382764281664,1.83,33.0,29.0,22.175,8.0,26.15916955017301,1.245674740484429,3.0,8.0,2.0,55.845,10.0,0.3500000000000001,0.0,0.8823529411764706,132.0,1.83
id1361,26,0.0,0.0,0.0,4.666666666666667,7.0925925925925934,0.6200000000000001,0.05555555555555555,11.0,81.94444444444444,421.0833333333333,-2.8894103382331213,4,0.0,81.16666666666667,0.5471698113207547,0.0,0.2785546804433022,0.6172839506172839,3408634.695510477,0.6666666666666666,0.0,8.0,3.0,0.0,0.1111111111111111,43.0,0.3555,0.47692216400686216,14.777777777777779,0.0,0.0,2.388888888888889,5.888888888888889,0.0,0.11320754716981131,11.422400793644446,2.5555555555555554,54.8,4.0,2.0,0.0,1.625,2.9749999999999996,16.0,15.397738095200001,0.0,0.0,227.0,12.0,26,0.08631431396728975,66.0,7.1725,3.44,6.0,6.0,3.0,1.7037037037037033,5.0,87.0,66.0,8.0,0.7901234567901234,66.0,55.0,87.0,2.0,3.2222222222222223,54.8,0.553,15.9994,2293.2,9.105,0.7407407407407407,0.6712645131089193,2.0,45.034,2.111111111111111,8.0,1.625,2348.0,0.0,3.44,26.0,32.0,22.5702380952,8.0,55.0,1.0370370370370372,4.0,16.0,2.0,10.811,6.0,1.6099999999999999,0.6666666666666666,3.2222222222222223,132.0,1.83
id1363,26,0.0,0.0,0.42857142857142855,7.1020408163265305,14.530612244897958,0.789387755102041,0.0,13.571428571428571,80.42857142857143,556.0142857142857,-3.0576036135783027,3,0.0,81.0,0.4693877551020408,0.0,0.0,0.5714285714285714,4987860.269705538,1.7142857142857142,0.0,9.0,3.0,0.0,0.2857142857142857,75.28571428571429,0.8442857142857143,0.6851393125352938,14.142857142857142,0.0,0.0,2.5714285714285716,7.0,0.0,0.24489795918367346,9.8275,2.142857142857143,53.5,5.0,2.0,0.0,1.97,3.211428571428571,17.0,1.625,1.97,0.0,217.0,15.0,26,0.131435954340765,75.0,9.105,3.98,7.0,6.0,6.0,3.5102040816326534,8.0,93.0,57.0,8.0,1.6326530612244898,57.0,55.0,93.0,12.0,3.2857142857142856,53.5,0.9648979591836735,18.9984032,1757.5,9.7075,1.0612244897959184,0.5004854371981035,2.0,39.8456,1.0,9.0,1.97,1811.0,0.0,3.98,26.0,38.0,10.73,8.0,87.83673469387756,1.8775510204081631,5.0,17.0,2.0,15.9994,6.0,2.15,0.2857142857142857,3.2857142857142856,132.0,1.83
id1364,26,0.0,0.0,0.0,8.64,15.36,0.7727999999999999,0.0,15.2,74.2,757.28,-2.6724863853988765,2,0.0,92.4,0.35294117647058826,0.0,0.3380517518320675,0.9600000000000002,4237298.899952688,2.4,0.0,8.0,3.0,0.0,0.4,98.8,0.0,0.47692216400686216,12.8,0.0,0.0,2.8,6.8,0.0,0.35294117647058826,9.755,2.8,54.8,4.0,2.0,0.0,0.0,2.7960000000000003,16.0,1.625,0.0,0.0,217.0,12.0,26,0.11446131936164691,66.0,9.105,3.44,6.0,6.0,6.0,3.84,8.0,87.0,66.0,8.0,1.9200000000000004,66.0,55.0,87.0,12.0,2.4,54.8,0.0,15.9994,1756.2,9.105,0.96,0.6542132620377179,2.0,39.8456,1.2,8.0,0.0,1811.0,0.0,3.44,26.0,32.0,10.73,8.0,104.16,1.9200000000000004,4.0,16.0,2.0,15.9994,6.0,1.6099999999999999,0.6,2.4,132.0,1.83
id1365,26,0.0,0.0,0.0,4.444444444444444,14.666666666666666,0.3333333333333333,0.0,22.666666666666668,66.0,1336.7866666666666,-2.0519839607514823,2,0.0,123.0,0.18181818181818182,0.0,0.08813795572863481,0.888888888888889,7074246.6937102,4.0,0.0,8.0,3.0,0.033372999999999986,0.6666666666666666,176.0,0.734,0.13118494373715683,10.666666666666666,0.0,0.0,3.6666666666666665,7.333333333333333,0.3333333333333333,0.5454545454545455,15.748958333333334,3.3333333333333335,388.36,0.0,3.0,0.0,2.202,2.08,16.0,15.056874999999998,0.0,6.0,159.0,229.0,16,0.029152209719368185,27.0,10.73,2.58,8.0,6.0,6.0,3.5555555555555554,16.0,88.0,132.0,8.0,1.777777777777778,105.0,55.0,55.0,70.0,1.3333333333333333,1811.0,0.9786666666666667,55.845,1422.6399999999999,10.73,0.8888888888888888,0.6933612743506347,4.0,23.78,0.6666666666666666,26.0,2.202,1811.0,0.0,1.83,26.0,33.0,25.786875,8.0,70.66666666666667,1.777777777777778,4.0,8.0,2.0,32.065,6.0,0.75,0.0,1.3333333333333333,132.0,1.83
id1366,26,0.0,0.0,0.0,7.875,6.375,0.07874999999999999,0.25,20.75,59.25,1945.25,-1.8803810210985894,2,-0.2673950314599224,120.0,0.037037037037037035,0.0,0.1384144273867137,1.875,0.46638659521742515,4.5,0.0,5.0,3.0,0.0,0.75,213.25,0.381,0.010964447422521895,9.25,0.0,0.0,3.5,6.75,0.0,0.6666666666666666,9.840625,4.25,1811.0,0.0,2.0,-0.23971493827122145,1.524,1.8825,13.0,3.5575,0.0,6.0,63.0,229.0,26,0.0020558338917228552,48.0,7.1725,2.04,8.0,6.0,3.0,1.875,5.0,72.0,132.0,8.0,1.5,84.0,55.0,55.0,166.0,0.25,1811.0,0.5715,55.845,537.0,10.73,0.375,0.7591472429689157,4.0,45.034,1.25,26.0,1.524,2348.0,-0.14812663094576894,1.83,26.0,17.0,10.73,8.0,23.625,0.375,1.0,8.0,2.0,10.811,6.0,0.20999999999999996,0.0,0.25,132.0,1.83
id1367,26,0.0,0.0,0.0,7.125,10.125,0.4537500000000001,0.0,21.25,61.75,1374.0125,-2.0775750120824688,2,-0.014470202601928012,116.75,0.10344827586206896,0.0,0.20536620313456488,1.125,0.09844993066335027,4.5,0.0,7.0,3.0,0.0,0.75,220.25,1.60925,0.3065145361435566,9.75,0.0,0.0,3.5,7.25,0.0,0.6206896551724138,11.739687499999999,3.75,63.05,0.0,2.0,-0.05042979474012768,6.437,2.1325000000000003,15.0,4.03875,0.0,6.0,35.0,229.0,26,0.057471475526916865,61.0,10.73,3.04,8.0,6.0,5.0,2.625,7.0,82.0,132.0,8.0,1.5,71.0,55.0,55.0,194.0,0.75,1811.0,2.413875,55.845,1747.95,10.73,0.375,0.7591472429689157,4.0,41.8383,0.75,26.0,6.437,1811.0,0.05739979230567058,1.83,26.0,27.0,14.76875,8.0,13.125,1.125,3.0,8.0,2.0,14.0067,6.0,1.21,0.0,0.75,132.0,1.83
id1368,26,0.0,0.0,0.0,4.5,8.625,0.026249999999999996,0.0,23.0,60.75,1780.0,-1.8472544333988103,2,-0.2655959200382878,126.75,0.07142857142857142,0.0,0.053568581677387914,1.5,0.3170267740343685,4.5,0.0,6.0,3.0,0.0,0.75,228.5,0.19325,0.001224249993783788,9.5,0.0,0.0,3.75,7.0,0.0,0.6428571428571429,13.157499999999999,4.0,1687.0,0.0,3.0,-0.21568658429408294,0.773,1.8475000000000001,14.0,9.71,0.0,6.0,2.0,229.0,26,0.00022954687383446026,21.0,10.73,1.9,8.0,6.0,4.0,2.25,14.0,78.0,132.0,8.0,1.5,111.0,55.0,55.0,227.0,0.5,1811.0,0.289875,55.845,124.0,10.73,0.0,0.7591472429689157,4.0,27.7595,1.0,26.0,0.773,1811.0,-0.12412618149712704,1.83,26.0,23.0,20.44,8.0,0.75,0.75,2.0,8.0,2.0,28.0855,6.0,0.06999999999999984,0.0,0.5,132.0,1.83
id1369,26,0.0,0.0,0.0,8.325141776937619,5.466918714555763,0.6210964083175802,0.0,10.217391304347826,86.43478260869566,215.86739130434785,-2.7677994005463122,4,0.0,65.08695652173913,0.4586776859504132,0.0,0.0,0.9300567107750473,1965705.5825148579,1.173913043478261,0.0,16.0,3.0,0.0,0.08695652173913043,93.6086956521739,2.630021739130435,0.47692216400686216,10.478260869565217,0.0,0.0,2.0434782608695654,5.260869565217392,0.0,0.2231404958677686,10.645869565217392,1.7826086956521738,14.01,4.0,1.0,0.0,7.853,2.8447826086956525,17.0,36.4,0.0,0.0,217.0,12.0,26,0.08368157701259639,108.0,6.615,3.44,6.0,10.0,1.0,6.612476370510397,1.0,96.0,66.0,17.0,0.6351606805293006,31.0,55.0,87.0,12.0,2.4130434782608696,54.8,3.4062901701323254,15.9994,1796.99,9.105,0.612476370510397,0.562134835565407,2.0,125.89653,1.108695652173913,8.0,7.853,1811.0,0.0,3.44,53.0,41.0,43.015,1.0,89.01890359168242,1.993383742911153,5.0,16.0,1.673913043478261,1.00794,10.0,1.6099999999999999,0.5217391304347826,2.4130434782608696,139.0,1.83
id1370,26,0.0,0.0,0.08333333333333333,7.944444444444444,14.555555555555557,0.7455555555555557,0.0,14.083333333333334,76.83333333333333,640.0916666666667,-2.821411144201129,3,0.0,87.25,0.4074074074074074,0.0,0.0,0.875,4724062.260358492,2.0,0.0,9.0,3.0,0.0,0.3333333333333333,84.58333333333333,0.16416666666666666,0.6851393125352938,13.416666666666666,0.0,0.0,2.6666666666666665,6.75,0.0,0.2962962962962963,9.696875,2.5833333333333335,53.5,4.0,2.0,0.0,1.97,2.948333333333333,17.0,1.625,0.0,0.0,217.0,12.0,26,0.11518417554885164,75.0,9.105,3.98,6.0,6.0,6.0,3.611111111111111,8.0,93.0,66.0,8.0,1.7777777777777777,57.0,55.0,87.0,12.0,2.75,54.8,0.3009722222222222,15.9994,1757.5,9.105,0.9444444444444445,0.6180716282110316,2.0,39.8456,1.25,8.0,1.97,1811.0,0.0,3.44,26.0,38.0,10.73,8.0,96.27777777777777,1.8333333333333333,5.0,16.0,2.0,15.9994,6.0,2.15,0.5833333333333334,2.75,132.0,1.83
id1371,26,0.0,0.0,0.0,15.353151010701545,7.419738406658739,0.7564328180737216,0.0,21.03448275862069,80.27586206896552,518.2882758620689,-2.642416969445342,4,0.0,95.82758620689656,0.3504273504273504,0.0,0.40127237254536763,1.0273483947681332,4864368.712111877,3.2413793103448274,0.0,8.0,3.0,0.0,0.13793103448275862,87.89655172413794,0.05331034482758621,0.47692216400686216,14.275862068965518,0.0,0.0,3.0689655172413794,8.068965517241379,0.0,0.4017094017094017,15.947413793103447,2.896551724137931,54.8,4.0,2.0,0.0,0.773,2.7544827586206897,16.0,24.179999999999996,0.0,0.0,217.0,12.0,26,0.1096346041518063,73.0,9.105,3.44,6.0,10.0,4.0,1.9024970273483945,8.0,87.0,66.0,14.0,0.9512485136741973,66.0,55.0,87.0,12.0,2.8275862068965516,54.8,0.09926753864447087,15.9994,1756.2,9.105,0.9892984542211652,0.5697612963587368,2.0,102.7106,2.3448275862068964,8.0,0.773,1811.0,0.0,3.44,50.0,32.0,33.285,8.0,83.74791914387635,1.2936979785969085,4.0,16.0,2.0,15.9994,10.0,1.6099999999999999,0.5517241379310345,2.8275862068965516,139.0,1.83
id1373,74,0.0,0.0,0.0,25.27810650887574,3.5502958579881656,0.2769230769230768,0.0,46.61538461538461,54.84615384615385,2835.3076923076924,-2.1111389861988026,3,0.08329408116834039,141.53846153846155,0.011627906976744188,0.0,0.1184653766795592,0.5680473372781065,1.3747373513739969,4.615384615384615,0.0,8.0,3.0,0.0,0.9230769230769231,226.30769230769232,0.34584615384615386,0.12155326065006866,7.538461538461538,0.0,0.0,4.769230769230769,13.23076923076923,0.0,0.3488372093023256,12.793846153846154,4.923076923076923,1811.0,0.0,2.0,-0.02429958823199732,4.496,2.13,14.0,10.41,0.0,4.0,35.0,229.0,74,0.019080473190583976,86.0,5.64,2.55,8.0,6.0,4.0,1.4201183431952662,6.0,77.0,132.0,20.0,1.2781065088757395,76.0,51.0,51.0,194.0,0.15384615384615385,1811.0,0.6384852071005919,55.845,2012.0,10.73,0.9940828402366864,0.5819503670942408,4.0,171.8293,0.3076923076923077,26.0,4.496,3823.0,0.0849670160375616,1.83,74.0,26.0,16.05,6.0,4.970414201183421,0.28402366863905326,2.0,6.0,2.0,12.0107,6.0,0.7199999999999998,0.0,0.15384615384615385,162.0,1.83
id1374,26,0.0,0.0,0.0,0.4921875,1.4765625,0.024609374999999906,0.0,26.4375,56.3125,1792.1875,-1.851709254193253,2,-0.1392358199181053,129.375,0.0,0.0,0.0,0.0,10.373435809893738,6.4375,0.0,1.0,3.0,0.0,1.0,213.6875,0.0,0.0006248047281837144,8.4375,0.0,6.0,4.0,8.4375,0.0,0.762962962962963,10.5178125,3.5625,1768.0,0.0,4.0,-0.008469771492222316,0.0,1.851875,9.0,0.4850000000000012,0.0,6.0,35.0,229.0,26,0.00015376053857646095,6.0,10.245,1.88,8.0,1.0,8.0,0.4921875,26.0,58.0,132.0,9.0,0.4921875,126.0,55.0,55.0,194.0,0.0,1811.0,0.0,55.845,43.0,10.73,0.4921875,0.639653743364006,4.0,3.088194999999999,0.0,26.0,0.0,1811.0,0.057534309301316665,1.83,27.0,3.0,10.73,8.0,17.2265625,0.0,0.0,8.0,2.0,55.845,7.0,0.04999999999999982,0.0,0.0,132.0,1.83
id1375,7,0.0,0.0,0.0,13.21875,6.375,0.350625,0.0,15.3125,75.25,1802.005625,-2.5320679146299936,4,4.693591706275958,90.5625,0.3157894736842105,0.0,0.3133874512313739,1.3125,0.3809128334133098,2.25,0.0,7.0,2.0,0.0,0.25,202.0,4.099875,0.3065145361435566,13.4375,0.0,0.0,2.6875,5.9375,0.0,0.37894736842105264,11.38578125,3.0625,63.05,2.0,2.0,4.207633791137957,6.437,2.5725,15.0,10.689999999999998,4.496,0.0,35.0,194.0,7,0.043337342304105714,74.0,5.64,3.04,4.0,10.0,4.0,1.59375,6.0,82.0,71.0,11.0,0.46875,71.0,55.0,77.0,194.0,1.875,63.05,2.0499375000000004,12.0107,3759.95,5.64,0.8203125,0.4824651643351026,2.0,95.8575,2.625,6.0,6.437,3823.0,4.427199519931763,2.55,47.0,27.0,16.33,8.0,12.0,0.9375,3.0,14.0,1.8125,12.0107,10.0,1.21,0.0,1.875,145.0,1.83
id1376,34,0.0,0.0,0.0,5.875,14.5,0.3349999999999999,0.0,35.25,74.5,1008.4825000000001,-2.189133212336159,3,0.0,129.25,0.1568627450980392,0.0,0.08426900131070574,1.0,8717563.24174401,9.0,0.0,8.0,2.0,0.0,0.5,120.5,0.3995,0.12155326065006866,12.75,0.5,6.0,4.25,12.75,0.0,0.7058823529411765,19.725,2.25,494.0,4.0,4.0,0.0,0.799,2.215,16.0,15.190000000000001,0.799,10.0,215.0,14.0,34,0.026803565655258828,25.0,10.73,2.55,16.0,4.0,8.0,3.25,26.0,89.0,120.0,16.0,1.5,120.0,55.0,89.0,14.0,2.0,494.0,0.3995,78.96,1317.0,25.92,0.875,0.538608672507971,4.0,52.0232,1.0,34.0,0.799,1811.0,0.0,2.55,47.0,34.0,25.92,8.0,106.5,2.0,4.0,16.0,1.75,55.845,10.0,0.7199999999999998,0.0,2.0,145.0,1.83
